,X.1,X,point_ID,study,study_ID,location,country,region,lat,long,reef.type,reef.zone,mindepth,maxdepth,disturbance,distrubance.year,pre.dist.cc,pre.dist.year,post.dist.cc,post.dist.year,recovery.cc,rel.pre.dist,rel.post.dist,rel.recov.cc,rel_rec_rate,rel_res,recovery.year,resistance.time,recovery_time,calculated.recovery.rate,recovery.rate,resistance,resistance.rate,richness,hii100km,hii75km,hii50km,hii25km,hii10km,distance_to_shore_m,MPA_status,MPA_during_recov,MPA_during_resist,yrs_as_MPA_pre_dist,years_of_recov_protected,percent_recov_protected,MPA_name,MPA_designation,MPA_DESIG_TYPE,MPA_IUCN_CAT,NO_TAKE,STATUS,STATUS_YR,river,riv_row,dist_to_riv_m,coast,dist_to_riv_km,name,name_alt,hii500km,hii1000km,grav_NC,pop_cnt,nm_prts,reef_vl,sedimnt,nutrint,cml_scr,tp_thrt,gravity.point.ID,gravity.poly.ID,gravity.reef_ID,gravity.Grav_tot,travel_time.point.ID,travel_time.poly.ID,travel_time.reef_ID,travel_time.tt_pop,travel_time.tt_market,hii100km2,hii500km2,recovery_time2,distance_to_shore_m2,grav_NC2,cml_scr2,gravity.Grav_tot2,travel_time.tt_pop2,resistance_time2,resistance_time_2,dist_to_riv_m2
68,70,66,158,Wilson et al 2009,51,"Thetford Reef, GBR",Australia,W. Pacific,-16.7999999,146.2,mid shelf,reef slope,6,9,COTS,2000,37.89,1999,8.42,2001,7.37,100,22.22222222,19.45104249,-0.692794933,-77.77777778,2005,2,4,-0.2625,NA,-29.47,-14.735,NA,126977,55900,9237,4,0,25300,Inside,Yes,No,0,1,25,Great Barrier Reef,Marine Park,National,IV: Protected Seascape: Habitat / Species Management Area,Part,Designated,2004,1329,194,888733.68,23,888.73368,Fitzroy,NA,2003102,7347791,0.81056732,0,0,0.9804198,0,0,0.31053406,4,70,23740,23790,7,70,23740,23790,133,141,0.381319318,-0.140716646,-0.299018367,0.375772102,0.566021633,-0.913159057,-0.245004129,0.322846132,-0.435333232,-0.435333232,-0.374924514
69,71,64,156,Wilson et al 2009,51,"Havannah Island, GBR",Australia,W. Pacific,-18.8499999,146.55,inner shelf,reef slope,6,9,"Bleaching, Storm","1998, 2000",44.08,1997,7.81,2001,9.34,100,17.71778584,21.18874773,0.867740472,-82.28221416,2005,4,4,0.3825,NA,-36.27,-9.0675,NA,176827,114179,50273,1118,50,10100,Inside,Yes,Yes,0,1,25,Great Barrier Reef,Marine Park,National,V: Protected SeascapeI: Protected area with sustainable use of natural resources,None,Designated,2004,1329,194,681682.93,23,681.68293,Fitzroy,NA,2654862,7986205,0.79416006,0.4822698,0,0.7656239,0.6503053,0.6961841,0.56038268,1,71,24835,24886,12,71,24835,24886,66,126,0.847451722,0.120253281,-0.299018367,-0.030719476,0.496860287,0.20567034,-0.243730511,-0.03210275,-0.023031507,-0.023031507,-0.535434344
70,72,60,152,Halford et al 2009,50,"Scott Reef, Australia",Australia,Indian Ocean,-14.1816478,121.8462,lagoon,back reef,3,20,Bleaching,1997,44.81,1997,13.47,1998,22.87,100,30.06025441,51.0377148,4.195492078,-69.93974559,2003,1,5,1.88,NA,-31.34,-31.34,NA,0,0,0,0,0,257000,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,491,76,421607.17,22,421.60717,Fitzroy,NA,534406,4448030,0.2505853,0.3087955,0,0,0,0,0.09698942,2,72,22453,22501,0,72,22453,22501,927,1574,-0.80600454,-0.728794296,-0.031772557,6.572094381,-1.794464511,-1.869418174,-0.246787194,4.529255282,-0.641484094,-0.641484094,-0.737050209
71,73,59,151,Halford et al 2009,50,"Scott Reef, Australia",Australia,Indian Ocean,-14.0756197,121.98421,fore reef,fore reef slope,3,20,Bleaching,1997,53.33,1997,6.63,1998,12.43,100,12.432027,23.30770673,2.175135946,-87.567973,2003,1,5,1.16,NA,-46.7,-46.7,NA,0,0,0,0,0,250000,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,491,76,426182.93,22,426.18293,Fitzroy,NA,563903,4485966,0.25903242,0,0,0,0,0,0.04491288,1,73,22421,22469,0,73,22421,22469,939,1526,-0.80600454,-0.716983461,-0.031772557,6.384894312,-1.758857458,-2.102618437,-0.246787194,4.592828216,-0.641484094,-0.641484094,-0.73350299
72,75,45,139,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER6_Outer_17, Moorea",Moorea,E. Pacific,-17.5117999,-149.9286,fore reef,,~17m,~17m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),13.23,2006,1,2010,18.47,100,7.558578987,139.6069539,26.40967498,-92.44142101,2015,4,5,3.494,NA,-12.23,-3.0575,NA,26354,22472,11830,3160,1374,727,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3940510.11,4038,3940.51011,Whakatane,NA,35732,42394,0.72199434,0.7671075,0,0.9623232,0.9592283,0.6758794,0.67558617,4,75,24189,24239,43,75,24189,24239,13,84,-0.559576187,-0.928467363,-0.031772557,-0.281380368,0.192660909,0.721554923,-0.235834081,-0.31288321,-0.023031507,-0.023031507,1.990872838
73,76,47,140,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER2_Outer_10, Moorea",Moorea,E. Pacific,-17.4702999,-149.8112,fore reef,,~10m,~10m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),29.44,2006,3.92,2010,37.96,100,13.31521739,128.9402174,23.125,-86.68478261,2015,4,5,6.808,NA,-25.52,-6.38,NA,26354,24796,17486,3434,2268,618,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3952865.33,4038,3952.86533,Whakatane,NA,35792,42424,0.76544736,0.8981977,0,0.9728735,0.9740878,0.6982293,0.71338043,5,76,24123,24173,81,76,24123,24173,8,66,-0.559576187,-0.928443338,-0.031772557,-0.284295341,0.375827954,0.89079872,-0.226154587,-0.339371933,-0.023031507,-0.023031507,2.000450849
74,77,54,147,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER4_Outer_10, Moorea",Moorea,E. Pacific,-17.5521999,-149.7703,fore reef,,~10m,~10m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),37.55,2006,9.88,2010,21.46,100,26.31158455,57.15046605,6.167776298,-73.68841545,2015,4,5,2.316,NA,-27.67,-6.9175,NA,26354,26354,21134,6820,2278,4810,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3950004.95,4038,3950.00495,Whakatane,NA,35792,42424,0.82197374,0.8811268,0,0.9276504,0.9697661,0.7334586,0.71711625,5,77,24191,24241,356,77,24191,24241,1,52,-0.559576187,-0.928443338,-0.031772557,-0.172189242,0.614102991,0.907527831,-0.156105612,-0.376456144,-0.023031507,-0.023031507,1.998233426
75,78,52,145,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER5_Outer_10, Moorea",Moorea,E. Pacific,-17.5882999,-149.8714,fore reef,,~10m,~10m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),37.08,2006,8.72,2010,23.44,100,23.5167206,63.21467098,7.939590076,-76.4832794,2015,4,5,2.944,NA,-28.36,-7.09,NA,26354,24652,16278,3160,1930,2580,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3939333.51,4038,3939.33351,Whakatane,NA,35762,42404,0.72877451,0.8856326,0,0.9373214,0.9589157,0.7013801,0.69683697,5,78,24190,24240,30,78,24190,24240,22,88,-0.559576187,-0.92845535,-0.031772557,-0.231825836,0.221241287,0.816716624,-0.239145487,-0.265203509,-0.023031507,-0.023031507,1.989960715
76,79,48,141,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER2_Outer_17, Moorea",Moorea,E. Pacific,-17.4702999,-149.8112,fore reef,,~17m,~17m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),29.72,2006,0.74,2010,13.23,100,2.489905787,44.51547779,8.405114401,-97.51009421,2015,4,5,2.498,NA,-28.98,-7.245,NA,26354,24796,17486,3434,2268,618,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3952865.33,4038,3952.86533,Whakatane,NA,35792,42424,0.76544736,0.8981977,0,0.9728735,0.9740878,0.6982293,0.71338043,5,79,24123,24173,81,79,24123,24173,8,66,-0.559576187,-0.928443338,-0.031772557,-0.284295341,0.375827954,0.89079872,-0.226154587,-0.339371933,-0.023031507,-0.023031507,2.000450849
77,80,51,144,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER5_Outer_17, Moorea",Moorea,E. Pacific,-17.5882999,-149.8714,fore reef,,~17m,~17m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),36.95,2006,5.34,2010,20.64,100,14.45196211,55.85926928,8.281461434,-85.54803789,2015,4,5,3.06,NA,-31.61,-7.9025,NA,26354,24652,16278,3160,1930,2580,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3939333.51,4038,3939.33351,Whakatane,NA,35762,42404,0.72877451,0.8856326,0,0.9373214,0.9589157,0.7013801,0.69683697,5,80,24190,24240,30,80,24190,24240,22,88,-0.559576187,-0.92845535,-0.031772557,-0.231825836,0.221241287,0.816716624,-0.239145487,-0.265203509,-0.023031507,-0.023031507,1.989960715
78,81,49,142,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER3_Outer_17, Moorea",Moorea,E. Pacific,-17.5090999,-149.7584,fore reef,,~17m,~17m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),35.96,2006,1.25,2010,7.01,100,3.476084538,19.49388209,3.203559511,-96.52391546,2015,4,5,1.152,NA,-34.71,-8.6775,NA,26354,26256,20858,6446,1794,3940,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3954148.6,4038,3954.1486,Whakatane,NA,35792,42424,0.78295967,0.8786358,0,0.9512235,0,0,0.4530291,4,81,NA,NA,NA,81,NA,NA,NA,NA,-0.559576187,-0.928443338,-0.031772557,-0.195455537,0.449647405,-0.275062118,NA,NA,-0.023031507,-0.023031507,2.001445665
79,82,50,143,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER4_Outer_17, Moorea",Moorea,E. Pacific,-17.5521999,-149.7703,fore reef,,~17m,~17m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),36.01,2006,1.18,2010,15.31,100,3.276867537,42.51596779,7.84782005,-96.72313246,2015,4,5,2.826,NA,-34.83,-8.7075,NA,26354,26354,21134,6820,2278,4810,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3950004.95,4038,3950.00495,Whakatane,NA,35792,42424,0.82197374,0.8811268,0,0.9276504,0.9697661,0.7334586,0.71711625,5,82,24191,24241,356,82,24191,24241,1,52,-0.559576187,-0.928443338,-0.031772557,-0.172189242,0.614102991,0.907527831,-0.156105612,-0.376456144,-0.023031507,-0.023031507,1.998233426
80,83,53,146,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER6_Outer_10, Moorea",Moorea,E. Pacific,-17.5117999,-149.9286,fore reef,,~10m,~10m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),37.14,2006,2.03,2010,28.86,100,5.465805062,77.70597738,14.44803446,-94.53419494,2015,4,5,5.366,NA,-35.11,-8.7775,NA,26354,22472,11830,3160,1374,727,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3940510.11,4038,3940.51011,Whakatane,NA,35732,42394,0.72199434,0.7671075,0,0.9623232,0.9592283,0.6758794,0.67558617,4,83,24189,24239,43,83,24189,24239,13,84,-0.559576187,-0.928467363,-0.031772557,-0.281380368,0.192660909,0.721554923,-0.235834081,-0.31288321,-0.023031507,-0.023031507,1.990872838
81,84,55,148,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER3_Outer_10, Moorea",Moorea,E. Pacific,-17.5090999,-149.7584,fore reef,,~10m,~10m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),40.67,2006,0.59,2010,4.28,100,1.450700762,10.52372756,1.81460536,-98.54929924,2015,4,5,0.738,NA,-40.08,-10.02,NA,26354,26256,20858,6446,1794,3940,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3954148.6,4038,3954.1486,Whakatane,NA,35792,42424,0.78295967,0.8786358,0,0.9512235,0,0,0.4530291,4,84,NA,NA,NA,84,NA,NA,NA,NA,-0.559576187,-0.928443338,-0.031772557,-0.195455537,0.449647405,-0.275062118,NA,NA,-0.023031507,-0.023031507,2.001445665
82,85,56,149,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER1_Outer_17, Moorea",Moorea,E. Pacific,-17.4771999,-149.8461,fore reef,,~17m,~17m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),43.95,2006,1.05,2010,15.12,100,2.389078498,34.40273038,6.402730375,-97.6109215,2015,4,5,2.814,NA,-42.9,-10.725,NA,26354,24040,15884,3160,2836,88.4,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3949596.85,4038,3949.59685,Whakatane,NA,35782,42424,0.76544736,0.8981977,0,0.9728735,0.9740878,0.6982293,0.71338043,5,85,24122,24172,54,85,24122,24172,13,80,-0.559576187,-0.928447342,-0.031772557,-0.298458363,0.375827954,0.89079872,-0.233032122,-0.31288321,-0.023031507,-0.023031507,1.997917058
83,86,44,138,Baird et al 2018,47,"Trimodal Reef, Australia, Northern GBR",Australia,W. Pacific,-14.6997999,145.4486,semi-exposed mid-shelf reef,shelf,1 meter,1 meter,Storm,2014,34.9,2014,3.9,2015,NA,100,11.1747851,,,-88.8252149,N/A,1,NA,NA,NA,-31,-31,NA,45544,24836,7768,44,40,2010,Inside,Yes,Yes,11,0,0,Great Barrier Reef,Marine Park,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,2004,1081,167,1085273.62,22,1085.27362,Roper,NA,1558288,8198311,0.46790658,0.3108469,0,0.9946333,0.6263977,0.5031047,0.4805513,4,86,NA,NA,NA,86,NA,NA,NA,NA,-0.380136251,-0.318823737,NA,-0.24706927,-0.878392473,-0.151816905,NA,NA,-0.641484094,-0.641484094,-0.222562872
84,87,41,135,Perry and Morgan 2017,46,"Kodehutigala, in Huvadhoo atoll, southern Maldives",Maldives,Indian Ocean,0.2900001,73.19,atoll,slope,2 meter depth contour,2 meter depth contour,Bleaching,2016,20.7,2016,5.7,2016,4.3,100,27.53623188,20.77294686,-6.763285024,-72.46376812,2017,0,1,-1.4,NA,-15,NA,NA,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1240787.44,145,1240.78744,NA,NA,NA,46409,0.16165646,0.5261741,0,0.7010953,0,0,0.24082182,4,87,12936,12960,4,87,12936,12960,30,1516,-0.80600454,NA,-1.100755795,-0.300822433,-2.169325287,-1.225332498,-0.245768299,-0.222821553,-0.847634957,-0.847634957,-0.102005487
85,88,42,136,Perry and Morgan 2017,46,"Kadumaigala, in Huvadhoo atoll, southern Maldives",Maldives,Indian Ocean,0.2650751,73.19,atoll,slope,2 meter depth contour,2 meter depth contour,Bleaching,2016,21.5,2016,5.2,2016,3.9,100,24.18604651,18.13953488,-6.046511628,-75.81395349,2017,0,1,-1.3,NA,-16.3,NA,NA,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1242541.88,145,1242.54188,NA,NA,NA,38632,0.16165646,0.5261741,0,0.7010953,0,0,0.24082182,4,88,12996,13020,15,88,12996,13020,8,1512,-0.80600454,NA,-1.100755795,-0.300822433,-2.169325287,-1.225332498,-0.24296634,-0.339371933,-0.847634957,-0.847634957,-0.100645411
86,89,39,133,Perry and Morgan 2017,46,"Mahutigala, Huvadhoo atoll, southern Maldives",Maldives,Indian Ocean,0.2900001,73.22,atoll,slope,2 meter depth contour,2 meter depth contour,Bleaching,2016,23.5,2016,5.3,2016,5.4,100,22.55319149,22.9787234,0.425531915,-77.44680851,2017,0,1,0.1,NA,-18.2,NA,NA,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1238200.22,145,1238.20022,NA,NA,NA,51071,0.16218089,0.5489963,0,0.7154553,0,0,0.24735967,4,89,12937,12961,5,89,12937,12961,19,1505,-0.80600454,NA,-1.100755795,-0.300822433,-2.167114663,-1.196055816,-0.245513576,-0.281096743,-0.847634957,-0.847634957,-0.104011151
87,90,43,137,Perry and Morgan 2017,46,"Kafigahlaa, in Huvadhoo atoll, southern Maldives",Maldives,Indian Ocean,0.2900001,73.2,atoll,slope,2 meter depth contour,2 meter depth contour,Bleaching,2016,27.3,2016,5.7,2016,5.8,100,20.87912088,21.24542125,0.366300366,-79.12087912,2017,0,1,0.1,NA,-21.6,NA,NA,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1239924.64,145,1239.92464,NA,NA,NA,47825,0.16165646,0.5261741,0,0.7010953,0,0,0.24082182,4,90,12936,12960,4,90,12936,12960,30,1516,-0.80600454,NA,-1.100755795,-0.300822433,-2.169325287,-1.225332498,-0.245768299,-0.222821553,-0.847634957,-0.847634957,-0.102674347
88,91,40,134,Perry and Morgan 2017,46,"Kandahalagala, in Huvadhoo atoll, southern Maldives",Maldives,Indian Ocean,0.2300001,73.22,atoll,slope,2 meter depth contour,2 meter depth contour,Bleaching,2016,34.9,2016,9.9,2016,9.8,100,28.36676218,28.08022923,-0.286532951,-71.63323782,2017,0,1,-0.1,NA,-25,NA,NA,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1242438.44,145,1242.43844,NA,NA,NA,32080,0.16203105,0.6436552,0,0.6903802,0,0,0.25939863,4,91,NA,NA,NA,91,NA,NA,NA,NA,-0.80600454,NA,-1.100755795,-0.300822433,-2.167746282,-1.142145002,NA,NA,-0.847634957,-0.847634957,-0.1007256
89,92,37,131,Carassou et al 2013,45,"Buck Island, USVI",USVI,Caribbean,17.7918061,-64.62786,fringing,slope,,,Storm,1989,29,1989,27,1991,31,100,93.10344828,106.8965517,2.75862069,-6.896551724,1996,2,5,0.8,NA,-2,-1,NA,27662,20542,11065,9292,2490,2400,Inside,Yes,Yes,30,5,100,Buck Island Reef,National Monument,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1961,1098,170,932421.45,162,932.42145,Orinoco,NA,807082,7010033,0.33621771,0.8412338,0,0.9824712,0.6109865,0,0.46812163,4,92,4579,4586,56,92,4579,4586,19,240,-0.547345471,-0.61961264,-0.031772557,-0.236639552,-1.433499141,-0.207477329,-0.232522675,-0.281096743,-0.435333232,-0.435333232,-0.341056892
90,93,38,132,Carassou et al 2013,45,"Yawzi Point, USVI",USVI,Caribbean,18.3152301,-64.72583,,,,,Storm,1989,20,1989,13,1989,14,100,65,70,5,-35,1990,0,1,1,NA,-7,NA,NA,34691,25568,11312,8760,2354,77,Inside,Yes,Yes,33,1,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991329.06,162,991.32906,Orinoco,NA,863445,5754246,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,93,4295,4302,197,93,4295,4302,1,41,-0.4816194,-0.597044443,-1.100755795,-0.298763232,0.234741973,-0.043274763,-0.196606656,-0.376456144,-0.847634957,-0.847634957,-0.29539055
91,94,33,128,Carassou et al 2013,45,"Channel Caye, Belize",Belize,Caribbean,16.6410441,-88.1385,barrier,back reef,,,"Bleaching, Storm",1998,41,1998,12,1999,5,100,29.26829268,12.19512195,-17.07317073,-70.73170732,2000,1,1,-7,NA,-29,-29,NA,157619,70852,30115,2038,0,3980,Inside,Yes,Yes,3,1,100,South Water Caye,Marine Reserve,National,IV: Protected Seascape: Habitat / Species Management Area,Not Reported,Designated,1996,767,121,91350.76,207,91.35076,Ula,NA,11504846,20672704,0.64570808,0.402209,0,0.8296579,0.5938098,0.7488622,0.53127926,4,94,4950,4957,114,94,4950,4957,47,114,0.667843473,3.663857807,-1.100755795,-0.194385822,-0.128907736,0.075344377,-0.21774871,-0.132759896,-0.641484094,-0.641484094,-0.9930715
92,95,36,130,Carassou et al 2013,45,"Dairy Bull Reef, Jamaica",Aiats,Caribbean,18.4686371,-77.3865,fringing,,,,Bleaching,"1987, 1989, 1990",55,1977,23,1995,54,100,41.81818182,98.18181818,6.262626263,-58.18181818,2004,18,9,3.44444444,NA,-32,-1.7777778,NA,359720,292998,132628,34255,7557,639,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,478,73,723973.53,207,723.97353,Coco,NA,3043752,10150542,0.83785657,0.9087296,0.9982233,0.9634039,0.8825585,0.8023879,0.90113362,3,95,4193,4200,422,95,4193,4200,1,36,2.557629331,0.275967954,1.03721068,-0.283733741,0.681053713,1.731562973,-0.139293859,-0.376456144,2.863080568,2.863080568,-0.502649836
93,96,34,129,Carassou et al 2013,45,"Discovery Bay, Jamaica",Jamaica,Caribbean,18.4705281,-77.4105,fringing,,,,Bleaching,"1987, 1989, 1990",60,1970,15,1990,10,100,25,16.66666667,-1.666666667,-75,1995,20,5,-1,NA,-45,-2.25,NA,358617,290486,132631,34121,7177,1130,Inside,No,Yes,0,0,0,Discovery Bay Fish,Fish Sanctuary,National,IV: Protected Seascape: Habitat / Species Management Area,Not Reported,Designated,2009,478,73,721921.37,207,721.92137,Coco,NA,3040071,10168687,0.77273323,0.8832149,0.9997436,0.9559125,0.8970686,0.8164465,0.88876029,3,96,4193,4200,422,96,4193,4200,1,36,2.547315509,0.274494052,-0.031772557,-0.270602993,0.406540003,1.676154841,-0.139293859,-0.376456144,3.275382293,3.275382293,-0.504240711
94,97,29,124,Muthiga 2009,44,"Kanamai, Kenya",Kenya,Indian Ocean,-3.9204719,39.79315,fringing,,,,Bleaching,1998,22.1,1997,18.11,1999,25,100,81.94570136,113.1221719,5.196078431,-18.05429864,2005,2,6,1.14833333,NA,-3.99,-1.995,NA,272487,169564,82074,24091,3953,835,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,602,91,189884.78,25,189.88478,Pangani,NA,6878746,28925744,0.9938941,0.9943036,0,0.9516448,0.9310174,0.9175096,0.7929728,2,97,15720,15755,8438,97,15720,15755,1,27,1.741939702,1.811530289,0.235473252,-0.278492139,1.338797023,1.247215671,1.902570061,-0.376456144,-0.435333232,-0.435333232,-0.916685982
95,98,32,127,Muthiga 2009,44,"Vipingo, Kenya",Kenya,Indian Ocean,-3.8339049,39.82785,fringing,,,,Bleaching,1998,19.92,1997,11.5,1999,23.12,100,57.73092369,116.064257,9.722222222,-42.26907631,2005,2,6,1.93666667,NA,-8.42,-4.21,NA,276269,172670,81041,22253,3840,1170,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,602,91,200200.27,25,200.20027,Pangani,NA,6859431,28943527,0.98896818,0.968679,0,0.9117701,0,0,0.49751993,1,98,15681,15715,505,98,15681,15715,17,64,1.77730405,1.803796408,0.235473252,-0.269533278,1.318032846,-0.075830886,-0.118151805,-0.291692232,-0.435333232,-0.435333232,-0.90868921
96,99,31,126,Muthiga 2009,44,"Watamu, Kenya",Kenya,Indian Ocean,-3.3810819,40.00072,fringing,,,,Bleaching,1998,37.87,1997,10.14,1999,11.56,100,26.77581199,30.52548191,0.624944987,-73.22418801,2005,2,6,0.23666667,NA,-27.73,-13.865,NA,251936,163654,91526,25774,3574,1490,Inside,Yes,Yes,31,6,100,Watamu,Marine National Park,National,Not Reported,Not Reported,Designated,1968,602,91,253815.08,25,253.81508,Pangani,NA,6678758,29128638,0.93611283,0.9714448,0,0.9727086,0.7558849,0.884952,0.75081957,4,99,15443,15475,617,99,15443,15475,4,120,1.549773462,1.731453491,0.235473252,-0.260975561,1.095232261,1.058452279,-0.089622768,-0.360562911,-0.435333232,-0.435333232,-0.867125951
97,100,30,125,Muthiga 2009,44,"Malindi, Kenya",Kenya,Indian Ocean,-3.2569039,40.14175,fringing,,,,Bleaching,1998,44.36,1997,9,1999,13.95,100,20.28854824,31.44724977,1.859783589,-79.71145176,2005,2,6,0.825,NA,-35.36,-17.68,NA,237195,141146,72209,21484,3948,1510,Inside,Yes,Yes,31,6,100,Mallindi,Marine National Park,National,II: National Park,Not Reported,Designated,1968,602,91,273287.11,25,273.28711,Pangani,NA,6461927,28903061,0.9352138,0.9932046,0.9982233,0.9475786,0.9968184,0.9660789,0.97250634,3,100,15383,15415,5086,100,15383,15415,1,130,1.411934791,1.644632621,0.235473252,-0.260440703,1.09144259,2.051172092,1.048736745,-0.376456144,-0.435333232,-0.435333232,-0.852030848
98,106,22,118,Ledlie et al. 2007,42,"M2, Cousin Island, Seychelles",Seychelles,Indian Ocean,-4.327946,55.66101,rocky,,,,Bleaching,1998,23.65,1994,6.32,1998,1.61,100,26.7230444,6.807610994,-2.845061915,-73.2769556,2005,4,7,-0.67285714,NA,-17.33,-4.3325,NA,0,0,0,0,0,152,Inside,Yes,Yes,23,7,100,Cousin Island,Special Reserve,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1975,10,2,1586380.3,18,1586.3803,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,106,15923,15958,53,106,15923,15958,1,120,-0.80600454,NA,0.502719061,-0.296757517,-0.234070897,-0.421037135,-0.233286846,-0.376456144,-0.023031507,-0.023031507,0.165904922
99,107,21,117,Ledlie et al. 2007,42,"M1 Cousin Island, Seychelles",Seychelles,Indian Ocean,-4.3322049,55.65729,fringing,,,,Bleaching,1998,49.91,1994,17.71,1998,1.11,100,35.48387097,2.224003206,-4.75140968,-64.51612903,2005,4,7,-2.37142857,NA,-32.2,-8.05,NA,0,0,0,0,0,319,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1585776.87,18,1585.77687,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,107,15923,15958,53,107,15923,15958,1,120,-0.80600454,NA,0.502719061,-0.292291458,-0.234070897,-0.421037135,-0.233286846,-0.376456144,-0.023031507,-0.023031507,0.165437131
100,108,18,114,"Graham et al 2015, Wilson et al 2012",41,"Praslin SW Carbonate, Seychelles",Seychelles,Indian Ocean,-4.3543165,55.71224,fringing,,,,Bleaching,1998,42.64,1994,1.65,2005,1.16,100,3.869606004,2.720450281,-0.191525954,-96.130394,2011,11,6,-0.08166667,NA,18.3,-40.99,NA,0,0,0,0,0,1790,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1586110.86,18,1586.11086,Maningory,NA,NA,NA,0.61583413,0.8758151,0,0.9587882,0,0,0.42487423,4,108,15923,15958,53,108,15923,15958,1,120,-0.80600454,NA,0.235473252,-0.252952701,-0.254835074,-0.401140446,-0.233286846,-0.376456144,1.420024531,1.420024531,0.165696047
101,109,5,102,"Graham et al 2015, Wilson et al 2012",41,"Mahe W Patch, Seychelles",Seychelles,Indian Ocean,-4.6892788,55.43686,patch,flat,,,Bleaching,1998,20,1994,30.78,2005,48.24,100,153.9,241.2,14.55,53.9,2011,11,6,2.91,NA,10.78,10.78,NA,0,0,0,0,0,1400,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539444.26,18,1539.44427,Maningory,NA,NA,NA,0.93390272,0.9527072,0.9982233,0.9672137,0,0,0.66789523,3,109,16091,16126,194,109,16091,16126,1,16,-0.80600454,NA,0.235473252,-0.263382419,1.085916008,0.68711467,-0.197370826,-0.376456144,1.420024531,1.420024531,0.129519177
