,X,point_ID,study,study_ID,location,country,region,lat,long,reef.type,reef.zone,mindepth,maxdepth,disturbance,distrubance.year,pre.dist.cc,pre.dist.year,post.dist.cc,post.dist.year,recovery.cc,recovery.year,resistance.time,recovery_time,calculated.recovery.rate,recovery.rate,resistance,resistance.rate,richness,hii100km,hii75km,hii50km,hii25km,hii10km,distance_to_shore_m,MPA_status,MPA_during_recov,MPA_during_resist,yrs_as_MPA_pre_dist,years_of_recov_protected,percent_recov_protected,MPA_name,MPA_designation,MPA_DESIG_TYPE,MPA_IUCN_CAT,NO_TAKE,STATUS,STATUS_YR,river,riv_row,dist_to_riv_m,coast,dist_to_riv_km,name,name_alt,hii500km,hii1000km,grav_NC,pop_cnt,nm_prts,reef_vl,sedimnt,nutrint,cml_scr,tp_thrt,gravity.point.ID,gravity.poly.ID,gravity.reef_ID,gravity.Grav_tot,travel_time.point.ID,travel_time.poly.ID,travel_time.reef_ID,travel_time.tt_pop,travel_time.tt_market
91,40,134,Perry and Morgan 2017,46,"Kandahalagala, in Huvadhoo atoll, southern Maldives",Maldives,Indian Ocean,0.2300001,73.22,atoll,slope,2 meter depth contour,2 meter depth contour,Bleaching,2016,34.9,2016,9.9,2016,9.8,2017,0,1,-0.1,NA,-25,NA,NA,0,0,0,0,0,0.00E+00,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1242438.44,145,1242.43844,NA,NA,NA,32080,0.16203105,0.6436552,0,0.6903802,0,0,0.25939863,4,91,NA,NA,NA,91,NA,NA,NA,NA
92,37,131,Carassou et al 2013,45,"Buck Island, USVI",USVI,Caribbean,17.7918061,-64.62786,fringing,slope,,,Storm,1989,29,1989,27,1991,31,1996,2,5,0.8,NA,-2,-1,NA,27662,20542,11065,9292,2490,2.40E+03,Inside,Yes,Yes,30,5,100,Buck Island Reef,National Monument,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1961,1098,170,932421.45,162,932.42145,Orinoco,NA,807082,7010033,0.33621771,0.8412338,0,0.9824712,0.6109865,0,0.46812163,4,92,4579,4586,56,92,4579,4586,19,240
93,38,132,Carassou et al 2013,45,"Yawzi Point, USVI",USVI,Caribbean,18.3152301,-64.72583,,,,,Storm,1989,20,1989,13,1989,14,1990,0,1,1,NA,-7,NA,NA,34691,25568,11312,8760,2354,7.70E+01,Inside,Yes,Yes,33,1,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991329.06,162,991.32906,Orinoco,NA,863445,5754246,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,93,4295,4302,197,93,4295,4302,1,41
94,33,128,Carassou et al 2013,45,"Channel Caye, Belize",Belize,Caribbean,16.6410441,-88.1385,barrier,back reef,,,"Bleaching, Storm",1998,41,1998,12,1999,5,2000,1,1,-7,NA,-29,-29,NA,157619,70852,30115,2038,0,3.98E+03,Inside,Yes,Yes,3,1,100,South Water Caye,Marine Reserve,National,IV: Protected Seascape: Habitat / Species Management Area,Not Reported,Designated,1996,767,121,91350.76,207,91.35076,Ula,NA,11504846,20672704,0.64570808,0.402209,0,0.8296579,0.5938098,0.7488622,0.53127926,4,94,4950,4957,114,94,4950,4957,47,114
95,36,130,Carassou et al 2013,45,"Dairy Bull Reef, Jamaica",Aiats,Caribbean,18.4686371,-77.3865,fringing,,,,Bleaching,"1987, 1989, 1990",55,1977,23,1995,54,2004,18,9,3.44444444,NA,-32,-1.7777778,NA,359720,292998,132628,34255,7557,6.39E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,478,73,723973.53,207,723.97353,Coco,NA,3043752,10150542,0.83785657,0.9087296,0.9982233,0.9634039,0.8825585,0.8023879,0.90113362,3,95,4193,4200,422,95,4193,4200,1,36
96,34,129,Carassou et al 2013,45,"Discovery Bay, Jamaica",Jamaica,Caribbean,18.4705281,-77.4105,fringing,,,,Bleaching,"1987, 1989, 1990",60,1970,15,1990,10,1995,20,5,-1,NA,-45,-2.25,NA,358617,290486,132631,34121,7177,1.13E+03,Inside,No,Yes,0,0,0,Discovery Bay Fish,Fish Sanctuary,National,IV: Protected Seascape: Habitat / Species Management Area,Not Reported,Designated,2009,478,73,721921.37,207,721.92137,Coco,NA,3040071,10168687,0.77273323,0.8832149,0.9997436,0.9559125,0.8970686,0.8164465,0.88876029,3,96,4193,4200,422,96,4193,4200,1,36
97,29,124,Muthiga 2009,44,"Kanamai, Kenya",Kenya,Indian Ocean,-3.9204719,39.79315,fringing,,,,Bleaching,1998,22.1,1997,18.11,1999,25,2005,2,6,1.14833333,NA,-3.99,-1.995,NA,272487,169564,82074,24091,3953,8.35E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,602,91,189884.78,25,189.88478,Pangani,NA,6878746,28925744,0.9938941,0.9943036,0,0.9516448,0.9310174,0.9175096,0.7929728,2,97,15720,15755,8438,97,15720,15755,1,27
98,32,127,Muthiga 2009,44,"Vipingo, Kenya",Kenya,Indian Ocean,-3.8339049,39.82785,fringing,,,,Bleaching,1998,19.92,1997,11.5,1999,23.12,2005,2,6,1.93666667,NA,-8.42,-4.21,NA,276269,172670,81041,22253,3840,1.17E+03,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,602,91,200200.27,25,200.20027,Pangani,NA,6859431,28943527,0.98896818,0.968679,0,0.9117701,0,0,0.49751993,1,98,15681,15715,505,98,15681,15715,17,64
99,31,126,Muthiga 2009,44,"Watamu, Kenya",Kenya,Indian Ocean,-3.3810819,40.00072,fringing,,,,Bleaching,1998,37.87,1997,10.14,1999,11.56,2005,2,6,0.23666667,NA,-27.73,-13.865,NA,251936,163654,91526,25774,3574,1.49E+03,Inside,Yes,Yes,31,6,100,Watamu,Marine National Park,National,Not Reported,Not Reported,Designated,1968,602,91,253815.08,25,253.81508,Pangani,NA,6678758,29128638,0.93611283,0.9714448,0,0.9727086,0.7558849,0.884952,0.75081957,4,99,15443,15475,617,99,15443,15475,4,120
100,30,125,Muthiga 2009,44,"Malindi, Kenya",Kenya,Indian Ocean,-3.2569039,40.14175,fringing,,,,Bleaching,1998,44.36,1997,9,1999,13.95,2005,2,6,0.825,NA,-35.36,-17.68,NA,237195,141146,72209,21484,3948,1.51E+03,Inside,Yes,Yes,31,6,100,Mallindi,Marine National Park,National,II: National Park,Not Reported,Designated,1968,602,91,273287.11,25,273.28711,Pangani,NA,6461927,28903061,0.9352138,0.9932046,0.9982233,0.9475786,0.9968184,0.9660789,0.97250634,3,100,15383,15415,5086,100,15383,15415,1,130
101,23,119,Miller et al. 2009,43,"Tektite Reef, USVI",USVI,Caribbean,18.3095701,-64.72172,fringing,slope,7.6,18.9,"Bleaching, Disease",2005,24.7,2004,24.44,2005,11.6,2007,1,2,-6.42,NA,-0.26,-0.26,NA,34265,25534,11312,8571,2300,2.73E+02,Inside,Yes,Yes,49,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,990606.07,162,990.60607,Orinoco,NA,861956,5766758,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,101,4295,4302,197,101,4295,4302,1,41
102,27,122,Miller et al. 2009,43,"Newfound Reef, USVI",USVI,Caribbean,18.3483026,-64.66845,fringing,slope,3.7,18.9,"Bleaching, Disease",2005,13.3,2005,9.7,2006,6,2007,1,1,-3.7,NA,-3.6,-3.6,NA,28973,24317,11312,7590,2814,5.84E+01,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1098,170,993284.89,162,993.28489,Orinoco,NA,845386,5635627,0.71594463,0.6691333,0,0.9956957,0.6920516,0,0.51883559,4,102,NA,NA,NA,102,NA,NA,NA,NA
103,25,120,Miller et al. 2009,43,"Haulover Reef, USVI",USVI,Caribbean,18.3517151,-64.67961,fringing,slope,3.7,10.4,"Bleaching, Disease",2005,22.5,2005,17.28,2006,10.3,2007,1,1,-6.98,NA,-5.22,-5.22,NA,29305,24423,11312,7966,3086,2.79E+02,Inside,Yes,Yes,50,1,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,993958.64,162,993.95864,Orinoco,NA,849313,5636776,0.79058268,0.9102865,0,0.9826178,0.806661,0,0.58888329,4,103,NA,NA,NA,103,NA,NA,NA,NA
104,26,121,Miller et al. 2009,43,"Mennebeck Reef, USVI",USVI,Caribbean,18.3537781,-64.68218,fringing,slope,3.7,18.9,"Bleaching, Disease",2005,26.7,2004,20.61,2005,9.3,2007,1,2,-5.655,NA,-6.09,-6.09,NA,29439,24385,11312,7966,3096,2.04E+02,Inside,Yes,Yes,49,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,994251.22,162,994.25122,Orinoco,NA,850226,5635310,0.79058268,0.9102865,0,0.9826178,0.806661,0,0.58888329,4,104,4295,4302,197,104,4295,4302,1,41
105,28,123,Miller et al. 2009,43,"South Fore Reef, USVI",USVI,Caribbean,17.7851677,-64.6076,forereef,slope,3.7,18.9,"Bleaching, Disease",2005,19.8,2005,11.5,2006,4.1,2007,1,1,-7.4,NA,-8.3,-8.3,NA,27148,19808,11065,8336,2108,1.78E+03,Inside,Yes,Yes,45,1,100,Buck Island Reef,National Monument,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1961,1098,170,931128.51,162,931.12851,Orinoco,NA,802481,7013703,0.33621771,0.8412338,0,0.9824712,0.6109865,0,0.46812163,4,105,4579,4586,56,105,4579,4586,19,240
106,22,118,Ledlie et al. 2007,42,"M2, Cousin Island, Seychelles",Seychelles,Indian Ocean,-4.327946,55.66101,rocky,,,,Bleaching,1998,23.65,1994,6.32,1998,1.61,2005,4,7,-0.67285714,NA,-17.33,-4.3325,NA,0,0,0,0,0,1.52E+02,Inside,Yes,Yes,23,7,100,Cousin Island,Special Reserve,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1975,10,2,1586380.3,18,1586.3803,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,106,15923,15958,53,106,15923,15958,1,120
107,21,117,Ledlie et al. 2007,42,"M1 Cousin Island, Seychelles",Seychelles,Indian Ocean,-4.3322049,55.65729,fringing,,,,Bleaching,1998,49.91,1994,17.71,1998,1.11,2005,4,7,-2.37142857,NA,-32.2,-8.05,NA,0,0,0,0,0,3.19E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1585776.87,18,1585.77687,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,107,15923,15958,53,107,15923,15958,1,120
108,18,114,"Graham et al 2015, Wilson et al 2012",41,"Praslin SW Carbonate, Seychelles",Seychelles,Indian Ocean,-4.3543165,55.71224,fringing,,,,Bleaching,1998,42.64,1994,1.65,2005,1.16,2011,11,6,-0.08166667,NA,18.3,-40.99,NA,0,0,0,0,0,1.79E+03,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1586110.86,18,1586.11086,Maningory,NA,NA,NA,0.61583413,0.8758151,0,0.9587882,0,0,0.42487423,4,108,15923,15958,53,108,15923,15958,1,120
109,5,102,"Graham et al 2015, Wilson et al 2012",41,"Mahe W Patch, Seychelles",Seychelles,Indian Ocean,-4.6892788,55.43686,patch,flat,,,Bleaching,1998,20,1994,30.78,2005,48.24,2011,11,6,2.91,NA,10.78,10.78,NA,0,0,0,0,0,1.40E+03,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539444.26,18,1539.44427,Maningory,NA,NA,NA,0.93390272,0.9527072,0.9982233,0.9672137,0,0,0.66789523,3,109,16091,16126,194,109,16091,16126,1,16
110,222,98,"Graham et al 2015, Wilson et al 2012",41,"Mahe NW Granitic, Seychelles",Seychelles,Indian Ocean,-4.5591295,55.43642,rocky,,,,Bleaching,1998,10.91,1994,10.58,2005,18.84,2011,11,6,1.37666667,NA,6.771429,-0.33,NA,0,0,0,0,0,2.79E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1552609.98,18,1552.60998,Maningory,NA,NA,NA,0.98258133,0.9407099,0.9982233,0.9421203,0,0,0.66990444,3,110,16044,16079,357,110,16044,16079,6,8
111,223,99,"Graham et al 2015, Wilson et al 2012",41,"Mahe NW Patch, Seychelles",Seychelles,Indian Ocean,-4.6131955,55.41618,patch,flat,,,Bleaching,1998,18.69,1994,16.24,2005,22.78,2011,11,6,1.09,NA,2.181818,-2.45,NA,0,0,0,0,0,1.21E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1546200.78,18,1546.20078,Maningory,NA,NA,NA,0.97915379,0.9693201,0.9982233,0.9776907,0,0,0.68043822,3,111,16044,16079,357,111,16044,16079,6,8
112,4,101,"Graham et al 2015, Wilson et al 2012",41,"Mahe W Granitic, Seychelles",Seychelles,Indian Ocean,-4.6585687,55.36219,rocky,,,,Bleaching,1998,19,1994,15.54,2005,32.23,2011,11,6,2.78166667,NA,-3.46,-3.46,NA,0,0,0,0,0,1.01E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539130.69,18,1539.13069,Maningory,NA,NA,NA,0.95607874,0.8860722,0,0.9824346,0,0,0.4897467,4,112,16091,16126,194,112,16091,16126,1,16
113,16,112,"Graham et al 2015, Wilson et al 2012",41,"Mahe E Granitic, Seychelles",Seychelles,Indian Ocean,-4.7344459,55.52939,rocky,,,,Bleaching,1998,9.75,1994,6.77,2005,0.99,2011,11,6,-0.96333333,NA,-5.9,-2.98,NA,0,0,0,0,0,1.76E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539184.34,18,1539.18434,Maningory,NA,NA,NA,0.88979416,0.9519379,0,0.9318631,0,0,0.48090561,2,113,16144,16179,682,113,16144,16179,1,29
114,220,96,"Graham et al 2015, Wilson et al 2012",41,"Mahe E Patch, Seychelles",Seychelles,Indian Ocean,-4.7036613,55.53085,patch,flat,,,Bleaching,1998,20.98,1994,7.42,2005,13.8,2011,11,6,1.06333333,NA,-8.818182,-13.56,NA,0,0,0,0,0,8.89E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1542359.33,18,1542.35933,Maningory,NA,NA,NA,0.88979416,0.9519379,0,0.9318631,0,0,0.48090561,2,114,16092,16127,16,114,16092,16127,1,77
115,6,103,"Graham et al 2015, Wilson et al 2012",41,"Praslin NE Granitic, Seychelles",Seychelles,Indian Ocean,-4.289467,55.70383,rocky,,,,Bleaching,1998,16.36,1994,3.64,2005,23.97,2011,11,6,3.38833333,NA,-12.72,-12.72,NA,0,0,0,0,0,8.76E+01,Inside,Yes,Yes,26,6,100,Curieuse,Marine National Park,National,II: National Park,All,Designated,1979,10,2,1592263.36,18,1592.26336,Maningory,NA,NA,NA,0.58524845,0.8568027,0,0.9725804,0,0,0.41866596,4,115,NA,NA,NA,115,NA,NA,NA,NA
116,221,97,"Graham et al 2015, Wilson et al 2012",41,"Mahe NW Carbonate, Seychelles",Seychelles,Indian Ocean,-4.6375583,55.37413,fringing,,,,Bleaching,1998,39.17,1994,11.4,2005,27.77,2011,11,6,2.72833333,NA,-12.831707,-27.77,NA,0,0,0,0,0,2.62E+02,Inside,Yes,Yes,26,6,100,Baie Ternay,Marine National Park,National,II: National Park,All,Designated,1979,10,2,1541807.44,18,1541.80743,Maningory,NA,NA,NA,0.97915379,0.9433292,0,0.9708404,0,0,0.50166493,1,116,16044,16079,357,116,16044,16079,6,8
117,8,105,"Graham et al 2015, Wilson et al 2012",41,"Praslin SW Granitic, Seychelles",Seychelles,Indian Ocean,-4.3157506,55.68186,rocky,,,,Bleaching,1998,17.36,1994,3.64,2005,17.36,2011,11,6,2.28666667,NA,-13.72,-13.72,NA,0,0,0,0,0,2.62E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1588583.31,18,1588.58331,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,117,15923,15958,53,117,15923,15958,1,120
118,19,115,"Graham et al 2015, Wilson et al 2012",41,"Praslin SW Patch, Seychelles",Seychelles,Indian Ocean,-4.3370353,55.6979,patch,flat,,,Bleaching,1998,18.04,1994,3.02,2005,5.31,2011,11,6,0.38166667,NA,-17.2,-15.02,NA,0,0,0,0,0,1.10E+03,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1587182.91,18,1587.18291,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,118,15923,15958,53,118,15923,15958,1,120
119,3,100,"Graham et al 2015, Wilson et al 2012",41,"Mahe W Carbonate, Seychelles",Seychelles,Indian Ocean,-4.6683417,55.40038,fringing,,,,Bleaching,1998,34.88,1994,16.36,2005,25.12,2011,11,6,1.46,NA,-18.52,-18.52,NA,0,0,0,0,0,8.85E+01,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539886.22,18,1539.88622,Maningory,NA,NA,NA,0.93390272,0.9527072,0.9982233,0.9672137,0,0,0.66789523,3,119,NA,NA,NA,119,NA,NA,NA,NA
120,7,104,"Graham et al 2015, Wilson et al 2012",41,"Praslin NE Patch, Seychelles",Seychelles,Indian Ocean,-4.3043903,55.74493,patch,flat,,,Bleaching,1998,26.69,1994,6.12,2005,12.16,2011,11,6,1.00666667,NA,-20.57,-20.57,NA,0,0,0,0,0,7.36E+02,Inside,Yes,Yes,26,6,100,Curieuse,Marine National Park,National,II: National Park,All,Designated,1979,10,2,1592681.7,18,1592.6817,Maningory,NA,NA,NA,0.61583413,0.8821709,0,0.9595575,0,0,0.42610962,4,120,15924,15959,2334,120,15924,15959,1,123
121,12,109,"Graham et al 2015, Wilson et al 2012",41,"Cousin Granitic , Seychelles",Seychelles,Indian Ocean,-4.331547,55.66661,rocky,,,,Bleaching,1998,23.47,1994,0.99,2005,3.14,2011,11,6,0.35833333,NA,-22.48,-22.48,NA,0,0,0,0,0,6.66E+01,Inside,Yes,Yes,30,6,100,Cousin Island,Special Reserve,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1975,10,2,1586276.85,18,1586.27686,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,121,15923,15958,53,121,15923,15958,1,120
122,9,106,"Graham et al 2015, Wilson et al 2012",41,"Ste. Anne Granitic, Seychelles",Seychelles,Indian Ocean,-4.6067907,55.51412,rocky,,,,Bleaching,1998,39.67,1994,13.55,2005,20.5,2011,11,6,1.15833333,NA,-26.12,-26.12,NA,0,0,0,0,0,2.84E+02,Inside,Yes,Yes,32,6,100,Ste. Anne,Marine National Park,National,II: National Park,All,Designated,1973,10,2,1551365.54,18,1551.36554,Maningory,NA,NA,NA,0.9550486,0.9577808,0.9982233,0.9404535,0,0,0.66780148,3,122,16045,16080,237,122,16045,16080,7,10
123,20,116,"Graham et al 2015, Wilson et al 2012",41,"Ste. Anne Carbonate, Seychelles",Seychelles,Indian Ocean,-4.6123528,55.49402,fringing,,,,Bleaching,1998,41.16,1994,10.41,2005,15.87,2011,11,6,0.91,NA,-27.607692,-30.75,NA,0,0,0,0,0,2.64E+02,Inside,Yes,Yes,32,6,100,Ste. Anne,Marine National Park,National,II: National Park,All,Designated,1973,10,2,1549871.28,18,1549.87128,Maningory,NA,NA,NA,0.96295256,0.9781303,0.9982233,0.9351235,0,0,0.6717761,3,123,16045,16080,237,123,16045,16080,7,10
124,17,113,"Graham et al 2015, Wilson et al 2012",41,"Praslin NE Carbonate, Seychelles",Seychelles,Indian Ocean,-4.3170627,55.75892,fringing,,,,Bleaching,1998,28.76,1994,1.65,2005,1.98,2011,11,6,0.055,NA,-28.2,-27.11,NA,0,0,0,0,0,2.09E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1592061.39,18,1592.06139,Maningory,NA,NA,NA,0.61103931,0.8696608,0,0.9572862,0,0,0.42271537,4,124,15924,15959,2334,124,15924,15959,1,123
125,15,111,"Graham et al 2015, Wilson et al 2012",41,"Mahe E Carbonate, Seychelles",Seychelles,Indian Ocean,-4.7080691,55.53079,fringing,,,,Bleaching,1998,29.59,1994,2.15,2005,2.81,2011,11,6,0.11,NA,-28.5,-27.44,NA,0,0,0,0,0,8.61E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1541911.68,18,1541.91168,Maningory,NA,NA,NA,0.88979416,0.9519379,0,0.9318631,0,0,0.48090561,2,125,16092,16127,16,125,16092,16127,1,77
126,14,110,"Graham et al 2015, Wilson et al 2012",41,"Cousin Patch, Seychelles",Seychelles,Indian Ocean,-4.3334146,55.6591,patch,flat,,,Bleaching,1998,39.92,1994,2.69,2005,4.97,2011,11,6,0.38,NA,-38.5,-37.23,NA,0,0,0,0,0,1.31E+02,Inside,Yes,Yes,30,6,100,Cousin Island,Special Reserve,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1975,10,2,1585738.72,18,1585.73871,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,126,15923,15958,53,126,15923,15958,1,120
127,10,107,"Graham et al 2015, Wilson et al 2012",41,"Ste Anne Patch, Seychelles",Seychelles,Indian Ocean,-4.6193224,55.50649,patch,flat,,,Bleaching,1998,56.08,1994,9.22,2005,20.65,2011,11,6,1.905,NA,-46.86,-46.86,NA,0,0,0,0,0,2.79E+02,Inside,Yes,Yes,32,6,100,Ste. Anne,Marine National Park,National,II: National Park,All,Designated,1973,10,2,1549744.33,18,1549.74433,Maningory,NA,NA,NA,0.9550486,0.9577808,0.9982233,0.9404535,0,0,0.66780148,3,127,16045,16080,237,127,16045,16080,7,10
128,11,108,"Graham et al 2015, Wilson et al 2012",41,"Cousin Carbonate, Seychelles",Seychelles,Indian Ocean,-4.3285571,55.66096,fringing,,,,Bleaching,1998,50.74,1994,1.49,2005,1.32,2011,11,6,-0.02833333,NA,-49.25,-49.25,NA,0,0,0,0,0,1.01E+02,Inside,Yes,Yes,30,6,100,Cousin Island,Special Reserve,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1975,10,2,1586316.28,18,1586.31628,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,128,15923,15958,53,128,15923,15958,1,120
129,219,95,Done et al. 2007,40,"Pandora, GBR",Australia,W. Pacific,-18.8116666,146.44333,patch,back reef,,,Bleaching,1998,53.33,1998,45.56,2000,49.7,2005,2,5,0.828,0.59,-7.77,-3.885,412,181487,119982,53782,7504,0,0.00E+00,Inside,No,No,0,1,20,Great Barrier Reef,Marine Park,National,II: National Park,All,Designated,2004,1329,194,692171.28,23,692.17128,Fitzroy,NA,2667469,7945496,0.78470154,0,0,0.7154553,0.8293181,0.7594937,0.50355481,5,129,24803,24854,11,129,24803,24854,58,149
130,214,90,Booth et al 2002,39,"One Tree Island Lagoon, GBR (Entrance)",Australia,W. Pacific,-23.4849959,152.08052,barrier,fore,,,Bleaching,1998,34.157,1995,28.427,1999,NA,N/A,4,NA,NA,NA,-5.73,-1.4325,357,37063,971,8,0,0,6.69E+04,Inside,No,No,0,0,0,Great Barrier Reef,Marine Park,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,2004,1329,194,129326.74,23,129.32674,Fitzroy,NA,3277528,9831202,0.39012193,0.3152062,0,0,0,0,0.1222948,1,130,26917,26970,6,130,26917,26970,222,427
131,218,94,Booth et al 2002,39,"One Tree Island Lagoon, GBR (No Bommies)",Australia,W. Pacific,-23.4998488,152.0913,barrier,inner slope,4,9,Bleaching,1998,10.899,1995,1.124,1999,NA,N/A,4,NA,NA,NA,-9.775,-2.44375,357,37396,1123,8,0,0,6.60E+04,Inside,No,No,0,0,0,Great Barrier Reef,Marine Park,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,2004,1329,194,130396.79,23,130.39679,Fitzroy,NA,3280358,9838382,0.39012193,0.3152062,0,0,0,0,0.1222948,1,131,26917,26970,6,131,26917,26970,222,427
132,216,92,Booth et al 2002,39,"One Tree Island Lagoon, GBR (Maze)",Australia,W. Pacific,-23.5018352,152.0813,barrier,inner slope,,,Bleaching,1998,35.618,1995,19.775,1999,NA,N/A,4,NA,NA,NA,-15.843,-3.96075,357,39550,1248,8,0,0,6.53E+04,Inside,No,No,0,0,0,Great Barrier Reef,Marine Park,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,2004,1329,194,129373.49,23,129.37349,Fitzroy,NA,3286192,9848764,0.39609672,0.3146384,0,0,0,0,0.12323231,1,132,26917,26970,6,132,26917,26970,222,427
133,215,91,Booth et al 2002,39,"One Tree Island Lagoon, GBR (Big Bommies)",Australia,W. Pacific,-23.494121,152.08085,barrier,inner slope,,,Bleaching,1998,29.551,1995,8.539,1999,NA,N/A,4,NA,NA,NA,-21.012,-5.253,357,38446,1132,8,0,0,6.61E+04,Inside,No,No,0,0,0,Great Barrier Reef,Marine Park,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,2004,1329,194,129339.85,23,129.33985,Fitzroy,NA,3283095,9840529,0.39012193,0.3152062,0,0,0,0,0.1222948,1,133,26917,26970,6,133,26917,26970,222,427
134,217,93,Booth et al 2002,39,"One Tree Island Lagoon, GBR (Centre Bommie)",Australia,W. Pacific,-23.4976021,152.07952,barrier,inner slope,,,Bleaching,1998,30.449,1995,6.742,1999,NA,N/A,4,NA,NA,NA,-23.707,-5.92675,357,39154,1194,8,0,0,6.56E+04,Inside,No,No,0,0,0,Great Barrier Reef,Marine Park,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,2004,1329,194,129197.62,23,129.19762,Fitzroy,NA,3285184,9847194,0.39012193,0.3152062,0,0,0,0,0.1222948,1,134,26917,26970,6,134,26917,26970,222,427
135,212,89,Woodley et al. 1981,38,"Jamaica, West Fore Reef, reef lobe",Jamaica,Caribbean,18.4000001,-78.4,,,,,Storm,1980,51,1977,12,1980,NA,N/A,NA,NA,NA,NA,-39,NA,60,144774,89580,45035,14569,484,7.93E+03,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,478,73,630713.71,207,630.71371,Coco,NA,3090666,11291996,0.76988631,0.8002051,0,0.9407099,0.8026887,0.7697382,0.67627694,4,135,NA,NA,NA,135,NA,NA,NA,NA
136,211,88,Rodgers et al. 1982,37,"St. Croix, US Virgin Islands, Robin Bay",USVI,Caribbean,17.7227627,-64.62814,shelf,crest,4,4,Storm,1979,27,1978,20,1979,NA,N/A,1.5,NA,NA,NA,-7,-4.6666667,55,26856,14724,11065,9682,2940,1.01E+03,Inside,No,No,0,0,0,St. Croix East End,Marine Park,National,IV: Protected Seascape: Habitat / Species Management Area,Part,Designated,2003,1098,170,925035.48,162,925.03548,Orinoco,NA,806996,7179284,0.37122361,0.8433219,0,0.9281449,0.625754,0,0.46739653,4,136,4608,4615,136,136,4608,4615,4,254
137,210,87,Rodgers and Miller 2006,36,"St. John, US Virgin Islands, Lameshur Reef",USVI,Caribbean,18.3143694,-64.72565,fringing,flat,3,5,Storm,1995,NA,N/A,10.3,1995,10.7,1996,NA,1,1,0.32,NA,NA,55,34645,25568,11312,8760,2354,1.22E+00,Inside,Yes,Yes,39,1,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991231.84,162,991.23184,Orinoco,NA,863347,5755614,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,137,4295,4302,197,137,4295,4302,1,41
